year,date,doy,plot_id,hi
2020,2020-09-24,268,2020_17,0.667703318706599
2020,2020-09-24,268,2020_22,0.6744442692732147
2020,2020-09-24,268,2020_22,0.6744442692732147
2020,2020-09-24,268,2020_22,0.6744442692732147
2020,2020-09-24,268,2020_24,0.6574788054360329
2020,2020-09-24,268,2020_24,0.6574788054360329
2020,2020-09-24,268,2020_24,0.6574788054360329
2020,2020-09-24,268,2020_34,0.6811127130862523
2020,2020-09-24,268,2020_34,0.6811127130862523
2020,2020-09-24,268,2020_34,0.6811127130862523
2020,2020-09-24,268,2020_39,0.6625952352158666
2020,2020-09-24,268,2020_39,0.6625952352158666
2020,2020-09-24,268,2020_39,0.6625952352158666
2020,2020-09-24,268,2020_41,0.6940448859110715
2020,2020-09-24,268,2020_41,0.6940448859110715
2020,2020-09-24,268,2020_41,0.6940448859110715
2020,2020-09-24,268,2020_44,0.6795639426848908
2020,2020-09-24,268,2020_44,0.6795639426848908
2020,2020-09-24,268,2020_44,0.6795639426848908
2013,2013-10-08,281,2013_14,0.5344320188346086
2013,2013-10-08,281,2013_14,0.5344320188346086
2013,2013-10-08,281,2013_14,0.5344320188346086
2013,2013-10-08,281,2013_19,0.5068942875902823
2013,2013-10-08,281,2013_19,0.5068942875902823
2013,2013-10-08,281,2013_19,0.5068942875902823
2013,2013-10-08,281,2013_27,0.5301724137931034
2013,2013-10-08,281,2013_27,0.5301724137931034
2013,2013-10-08,281,2013_27,0.5301724137931034
2013,2013-10-08,281,2013_29,0.5546364823683065
2013,2013-10-08,281,2013_29,0.5546364823683065
2013,2013-10-08,281,2013_29,0.5546364823683065
2013,2013-10-08,281,2013_32,0.5226600985221674
2013,2013-10-08,281,2013_32,0.5226600985221674
2013,2013-10-08,281,2013_32,0.5226600985221674
2013,2013-10-08,281,2013_35,0.5062857142857143
2013,2013-10-08,281,2013_35,0.5062857142857143
2013,2013-10-08,281,2013_35,0.5062857142857143
2013,2013-10-08,281,2013_45,0.5347452018530774
2013,2013-10-08,281,2013_45,0.5347452018530774
2013,2013-10-08,281,2013_45,0.5347452018530774
2013,2013-10-08,281,2013_49,0.5532445923460898
2013,2013-10-08,281,2013_49,0.5532445923460898
2013,2013-10-08,281,2013_49,0.5532445923460898
2014,2014-09-22,265,2014_13,0.4854358821779232
2014,2014-09-22,265,2014_13,0.4854358821779232
2014,2014-09-22,265,2014_13,0.4854358821779232
2014,2014-09-22,265,2014_24,0.4883469247770749
2014,2014-09-22,265,2014_24,0.4883469247770749
2014,2014-09-22,265,2014_24,0.4883469247770749
2014,2014-09-22,265,2014_34,0.47182877152862146
2014,2014-09-22,265,2014_34,0.47182877152862146
2014,2014-09-22,265,2014_34,0.47182877152862146
2014,2014-09-22,265,2014_44,0.478387467191601
2014,2014-09-22,265,2014_44,0.478387467191601
2014,2014-09-22,265,2014_44,0.478387467191601
2014,2014-09-22,265,2014_18,0.46258483543749546
2014,2014-09-22,265,2014_18,0.46258483543749546
2014,2014-09-22,265,2014_18,0.46258483543749546
2014,2014-09-22,265,2014_28,0.469568155707238
2014,2014-09-22,265,2014_28,0.469568155707238
2014,2014-09-22,265,2014_28,0.469568155707238
2014,2014-09-22,265,2014_37,0.47330608285991405
2014,2014-09-22,265,2014_37,0.47330608285991405
2014,2014-09-22,265,2014_37,0.47330608285991405
2014,2014-09-22,265,2014_46,0.4750966974114847
2014,2014-09-22,265,2014_46,0.4750966974114847
2014,2014-09-22,265,2014_46,0.4750966974114847
