year,doy,eu,block,rot_trt,plot_id,rep_id,depth_cm,resis_Mpa,Estimate,Q2.5,Q97.5,samp
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,25.4,0.7239498,0.8870835421926934,0.8195707060721059,0.9545963783132808,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,25.4,0.7239498,0.8870835421926934,0.8195707060721059,0.9545963783132808,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,27.94,0.7928974,0.8702503862738714,0.8033047173917894,0.9371960551559534,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,27.94,0.7928974,0.8702503862738714,0.8033047173917894,0.9371960551559534,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,27.94,0.7928974,0.8702503862738714,0.8033047173917894,0.9371960551559534,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,30.48,0.861845,0.8503713865013873,0.7832961247812191,0.9174466482215555,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,30.48,0.861845,0.8503713865013873,0.7832961247812191,0.9174466482215555,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,30.48,0.861845,0.8503713865013873,0.7832961247812191,0.9174466482215555,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,33.02,0.7584236,0.8320801828433462,0.7643542828466525,0.8998060828400398,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,33.02,0.7584236,0.8320801828433462,0.7643542828466525,0.8998060828400398,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,33.02,0.7584236,0.8320801828433462,0.7643542828466525,0.8998060828400398,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,35.56,0.7239498,0.8198743521385786,0.7519608566599539,0.8877878476172033,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,35.56,0.7239498,0.8198743521385786,0.7519608566599539,0.8877878476172033,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,35.56,0.7239498,0.8198743521385786,0.7519608566599539,0.8877878476172033,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,38.1,0.7239498,0.815122019252627,0.747771144111212,0.8824728943940419,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,38.1,0.7239498,0.815122019252627,0.747771144111212,0.8824728943940419,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,38.1,0.7239498,0.815122019252627,0.747771144111212,0.8824728943940419,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,40.64,0.7239498,0.8160618570777419,0.7490032321708704,0.8831204819846135,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,40.64,0.7239498,0.8160618570777419,0.7490032321708704,0.8831204819846135,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,40.64,0.7239498,0.8160618570777419,0.7490032321708704,0.8831204819846135,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,43.18,0.7584236,0.8207964753769014,0.7524573182810844,0.8891356324727183,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,43.18,0.7584236,0.8207964753769014,0.7524573182810844,0.8891356324727183,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,43.18,0.7584236,0.8207964753769014,0.7524573182810844,0.8891356324727183,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,45.72,0.7239498,0.827428483913083,0.755477755200693,0.8993792126254729,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,45.72,0.7239498,0.827428483913083,0.755477755200693,0.8993792126254729,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-4,45.72,0.7239498,0.827428483913083,0.755477755200693,0.8993792126254729,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,0,0.0689476,0.027452854622775427,-0.044497874089614475,0.09940358333516533,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,0,0.0689476,0.027452854622775427,-0.044497874089614475,0.09940358333516533,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,0,0.0689476,0.027452854622775427,-0.044497874089614475,0.09940358333516533,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,2.54,0.1378952,0.20454473326746944,0.13620557617165252,0.27288389036328636,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,2.54,0.1378952,0.20454473326746944,0.13620557617165252,0.27288389036328636,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,2.54,0.1378952,0.20454473326746944,0.13620557617165252,0.27288389036328636,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,5.08,0.4826332,0.3740105504857263,0.30695192557885476,0.4410691753925978,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,5.08,0.4826332,0.3740105504857263,0.30695192557885476,0.4410691753925978,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,5.08,0.4826332,0.3740105504857263,0.30695192557885476,0.4410691753925978,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,7.62,0.8273712,0.528224244851108,0.46087336970969306,0.5955751199925229,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,7.62,0.8273712,0.528224244851108,0.46087336970969306,0.5955751199925229,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,7.62,0.8273712,0.528224244851108,0.46087336970969306,0.5955751199925229,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,10.16,0.9307926,0.6595597549371774,0.5916462594585528,0.7274732504158021,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,10.16,0.9307926,0.6595597549371774,0.5916462594585528,0.7274732504158021,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,10.16,0.9307926,0.6595597549371774,0.5916462594585528,0.7274732504158021,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,12.7,0.7928974,0.7606517666742012,0.6929258666775076,0.8283776666708949,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,12.7,0.7928974,0.7606517666742012,0.6929258666775076,0.8283776666708949,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,12.7,0.7928974,0.7606517666742012,0.6929258666775076,0.8283776666708949,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,15.24,0.9307926,0.8301321551966377,0.7630568934764695,0.8972074169168059,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,15.24,0.9307926,0.8301321551966377,0.7630568934764695,0.8972074169168059,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,15.24,0.9307926,0.8301321551966377,0.7630568934764695,0.8972074169168059,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,17.78,1.1721092,0.8726299848431377,0.8056843159610557,0.9395756537252197,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,17.78,1.1721092,0.8726299848431377,0.8056843159610557,0.9395756537252197,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,17.78,1.1721092,0.8726299848431377,0.8056843159610557,0.9395756537252197,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,20.32,1.1376354,0.8930350673090564,0.8255222311884689,0.9605479034296438,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,20.32,1.1376354,0.8930350673090564,0.8255222311884689,0.9605479034296438,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,20.32,1.1376354,0.8930350673090564,0.8255222311884689,0.9605479034296438,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,22.86,0.9307926,0.8962372142897485,0.8282876632712537,0.9641867653082432,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,22.86,0.9307926,0.8962372142897485,0.8282876632712537,0.9641867653082432,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,22.86,0.9307926,0.8962372142897485,0.8282876632712537,0.9641867653082432,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,25.4,0.8273712,0.8870835421926934,0.8195707060721059,0.9545963783132808,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,25.4,0.8273712,0.8870835421926934,0.8195707060721059,0.9545963783132808,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,25.4,0.8273712,0.8870835421926934,0.8195707060721059,0.9545963783132808,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,27.94,0.861845,0.8702503862738714,0.8033047173917894,0.9371960551559534,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,27.94,0.861845,0.8702503862738714,0.8033047173917894,0.9371960551559534,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,27.94,0.861845,0.8702503862738714,0.8033047173917894,0.9371960551559534,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,30.48,0.9652664,0.8503713865013873,0.7832961247812191,0.9174466482215555,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,30.48,0.9652664,0.8503713865013873,0.7832961247812191,0.9174466482215555,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,30.48,0.9652664,0.8503713865013873,0.7832961247812191,0.9174466482215555,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,33.02,0.861845,0.8320801828433462,0.7643542828466525,0.8998060828400398,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,33.02,0.861845,0.8320801828433462,0.7643542828466525,0.8998060828400398,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,33.02,0.861845,0.8320801828433462,0.7643542828466525,0.8998060828400398,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,35.56,0.861845,0.8198743521385786,0.7519608566599539,0.8877878476172033,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,35.56,0.861845,0.8198743521385786,0.7519608566599539,0.8877878476172033,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,35.56,0.861845,0.8198743521385786,0.7519608566599539,0.8877878476172033,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,38.1,0.8963188,0.815122019252627,0.747771144111212,0.8824728943940419,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,38.1,0.8963188,0.815122019252627,0.747771144111212,0.8824728943940419,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,38.1,0.8963188,0.815122019252627,0.747771144111212,0.8824728943940419,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,40.64,0.9652664,0.8160618570777419,0.7490032321708704,0.8831204819846135,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,40.64,0.9652664,0.8160618570777419,0.7490032321708704,0.8831204819846135,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,40.64,0.9652664,0.8160618570777419,0.7490032321708704,0.8831204819846135,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,43.18,0.9652664,0.8207964753769014,0.7524573182810844,0.8891356324727183,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,43.18,0.9652664,0.8207964753769014,0.7524573182810844,0.8891356324727183,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,43.18,0.9652664,0.8207964753769014,0.7524573182810844,0.8891356324727183,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,45.72,0.9652664,0.827428483913083,0.755477755200693,0.8993792126254729,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,45.72,0.9652664,0.827428483913083,0.755477755200693,0.8993792126254729,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-5,45.72,0.9652664,0.827428483913083,0.755477755200693,0.8993792126254729,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,0,0.0344738,0.027452854622775427,-0.044497874089614475,0.09940358333516533,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,0,0.0344738,0.027452854622775427,-0.044497874089614475,0.09940358333516533,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,0,0.0344738,0.027452854622775427,-0.044497874089614475,0.09940358333516533,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,2.54,0.1034214,0.20454473326746944,0.13620557617165252,0.27288389036328636,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,2.54,0.1034214,0.20454473326746944,0.13620557617165252,0.27288389036328636,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,2.54,0.1034214,0.20454473326746944,0.13620557617165252,0.27288389036328636,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,5.08,0.2757904,0.3740105504857263,0.30695192557885476,0.4410691753925978,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,5.08,0.2757904,0.3740105504857263,0.30695192557885476,0.4410691753925978,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,5.08,0.2757904,0.3740105504857263,0.30695192557885476,0.4410691753925978,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,7.62,0.7584236,0.528224244851108,0.46087336970969306,0.5955751199925229,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,7.62,0.7584236,0.528224244851108,0.46087336970969306,0.5955751199925229,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,7.62,0.7584236,0.528224244851108,0.46087336970969306,0.5955751199925229,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,10.16,0.7928974,0.6595597549371774,0.5916462594585528,0.7274732504158021,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,10.16,0.7928974,0.6595597549371774,0.5916462594585528,0.7274732504158021,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,10.16,0.7928974,0.6595597549371774,0.5916462594585528,0.7274732504158021,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,12.7,1.0686878,0.7606517666742012,0.6929258666775076,0.8283776666708949,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,12.7,1.0686878,0.7606517666742012,0.6929258666775076,0.8283776666708949,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,12.7,1.0686878,0.7606517666742012,0.6929258666775076,0.8283776666708949,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,15.24,1.1031616,0.8301321551966377,0.7630568934764695,0.8972074169168059,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,15.24,1.1031616,0.8301321551966377,0.7630568934764695,0.8972074169168059,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,15.24,1.1031616,0.8301321551966377,0.7630568934764695,0.8972074169168059,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,17.78,1.2755306,0.8726299848431377,0.8056843159610557,0.9395756537252197,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,17.78,1.2755306,0.8726299848431377,0.8056843159610557,0.9395756537252197,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,17.78,1.2755306,0.8726299848431377,0.8056843159610557,0.9395756537252197,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,20.32,1.2410568,0.8930350673090564,0.8255222311884689,0.9605479034296438,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,20.32,1.2410568,0.8930350673090564,0.8255222311884689,0.9605479034296438,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,20.32,1.2410568,0.8930350673090564,0.8255222311884689,0.9605479034296438,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,22.86,1.0686878,0.8962372142897485,0.8282876632712537,0.9641867653082432,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,22.86,1.0686878,0.8962372142897485,0.8282876632712537,0.9641867653082432,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,22.86,1.0686878,0.8962372142897485,0.8282876632712537,0.9641867653082432,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,25.4,0.9307926,0.8870835421926934,0.8195707060721059,0.9545963783132808,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,25.4,0.9307926,0.8870835421926934,0.8195707060721059,0.9545963783132808,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,25.4,0.9307926,0.8870835421926934,0.8195707060721059,0.9545963783132808,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,27.94,0.9652664,0.8702503862738714,0.8033047173917894,0.9371960551559534,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,27.94,0.9652664,0.8702503862738714,0.8033047173917894,0.9371960551559534,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,27.94,0.9652664,0.8702503862738714,0.8033047173917894,0.9371960551559534,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,30.48,0.9652664,0.8503713865013873,0.7832961247812191,0.9174466482215555,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,30.48,0.9652664,0.8503713865013873,0.7832961247812191,0.9174466482215555,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,30.48,0.9652664,0.8503713865013873,0.7832961247812191,0.9174466482215555,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,33.02,0.9997402,0.8320801828433462,0.7643542828466525,0.8998060828400398,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,33.02,0.9997402,0.8320801828433462,0.7643542828466525,0.8998060828400398,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,33.02,0.9997402,0.8320801828433462,0.7643542828466525,0.8998060828400398,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,35.56,0.9307926,0.8198743521385786,0.7519608566599539,0.8877878476172033,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,35.56,0.9307926,0.8198743521385786,0.7519608566599539,0.8877878476172033,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,35.56,0.9307926,0.8198743521385786,0.7519608566599539,0.8877878476172033,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,38.1,0.9307926,0.815122019252627,0.747771144111212,0.8824728943940419,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,38.1,0.9307926,0.815122019252627,0.747771144111212,0.8824728943940419,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,38.1,0.9307926,0.815122019252627,0.747771144111212,0.8824728943940419,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,40.64,0.9307926,0.8160618570777419,0.7490032321708704,0.8831204819846135,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,40.64,0.9307926,0.8160618570777419,0.7490032321708704,0.8831204819846135,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,40.64,0.9307926,0.8160618570777419,0.7490032321708704,0.8831204819846135,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,43.18,0.8963188,0.8207964753769014,0.7524573182810844,0.8891356324727183,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,43.18,0.8963188,0.8207964753769014,0.7524573182810844,0.8891356324727183,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,43.18,0.8963188,0.8207964753769014,0.7524573182810844,0.8891356324727183,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,45.72,1.1031616,0.827428483913083,0.755477755200693,0.8993792126254729,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,45.72,1.1031616,0.827428483913083,0.755477755200693,0.8993792126254729,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-6,45.72,1.1031616,0.827428483913083,0.755477755200693,0.8993792126254729,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,0,0.0689476,0.027452854622775427,-0.044497874089614475,0.09940358333516533,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,0,0.0689476,0.027452854622775427,-0.044497874089614475,0.09940358333516533,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,0,0.0689476,0.027452854622775427,-0.044497874089614475,0.09940358333516533,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,2.54,0.2068428,0.20454473326746944,0.13620557617165252,0.27288389036328636,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,2.54,0.2068428,0.20454473326746944,0.13620557617165252,0.27288389036328636,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,2.54,0.2068428,0.20454473326746944,0.13620557617165252,0.27288389036328636,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,5.08,1.0686878,0.3740105504857263,0.30695192557885476,0.4410691753925978,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,5.08,1.0686878,0.3740105504857263,0.30695192557885476,0.4410691753925978,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,5.08,1.0686878,0.3740105504857263,0.30695192557885476,0.4410691753925978,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,7.62,1.2755306,0.528224244851108,0.46087336970969306,0.5955751199925229,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,7.62,1.2755306,0.528224244851108,0.46087336970969306,0.5955751199925229,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,7.62,1.2755306,0.528224244851108,0.46087336970969306,0.5955751199925229,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,10.16,1.1376354,0.6595597549371774,0.5916462594585528,0.7274732504158021,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,10.16,1.1376354,0.6595597549371774,0.5916462594585528,0.7274732504158021,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,10.16,1.1376354,0.6595597549371774,0.5916462594585528,0.7274732504158021,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,12.7,1.1721092,0.7606517666742012,0.6929258666775076,0.8283776666708949,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,12.7,1.1721092,0.7606517666742012,0.6929258666775076,0.8283776666708949,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,12.7,1.1721092,0.7606517666742012,0.6929258666775076,0.8283776666708949,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,15.24,1.206583,0.8301321551966377,0.7630568934764695,0.8972074169168059,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,15.24,1.206583,0.8301321551966377,0.7630568934764695,0.8972074169168059,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,15.24,1.206583,0.8301321551966377,0.7630568934764695,0.8972074169168059,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,17.78,1.1376354,0.8726299848431377,0.8056843159610557,0.9395756537252197,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,17.78,1.1376354,0.8726299848431377,0.8056843159610557,0.9395756537252197,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,17.78,1.1376354,0.8726299848431377,0.8056843159610557,0.9395756537252197,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,20.32,1.2410568,0.8930350673090564,0.8255222311884689,0.9605479034296438,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,20.32,1.2410568,0.8930350673090564,0.8255222311884689,0.9605479034296438,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,20.32,1.2410568,0.8930350673090564,0.8255222311884689,0.9605479034296438,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,22.86,1.4478996,0.8962372142897485,0.8282876632712537,0.9641867653082432,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,22.86,1.4478996,0.8962372142897485,0.8282876632712537,0.9641867653082432,Y2018 130
Y2018,130,Y2018 130 b2 2y,b2,2y,2018_24,2018_24-7,22.86,1.4478996,0.8962372142897485,0.8282876632712537,0.9641867653082432,Y2018 130
