year,doy,block,plot_id,rot_trt,harv_crop,depth_cm,resis_kpa
2020,175,b2,2020_24,2y,C2,25,1809.2222222222222
2020,175,b2,2020_24,2y,C2,27.5,1770.888888888889
2020,175,b2,2020_24,2y,C2,30,1820.6666666666667
2020,175,b2,2020_24,2y,C2,32.5,1832.111111111111
2020,175,b2,2020_24,2y,C2,35,1744.3333333333333
2020,175,b2,2020_24,2y,C2,37.5,1634.25
2020,175,b2,2020_24,2y,C2,40,1629.111111111111
2020,175,b2,2020_24,2y,C2,42.5,1685.2857142857142
2020,175,b3,2020_34,2y,C2,0,310.4
2020,175,b3,2020_34,2y,C2,2.5,451.9
2020,175,b3,2020_34,2y,C2,5,1386.8
2020,175,b3,2020_34,2y,C2,7.5,1845.8
2020,175,b3,2020_34,2y,C2,10,2318.5
2020,175,b3,2020_34,2y,C2,12.5,2477.2
2020,175,b3,2020_34,2y,C2,15,2325.2
2020,175,b3,2020_34,2y,C2,17.5,2339
2020,175,b3,2020_34,2y,C2,20,2252.8
2020,175,b3,2020_34,2y,C2,22.5,2083.6
2020,175,b3,2020_34,2y,C2,25,2053
2020,175,b3,2020_34,2y,C2,27.5,1897.5
2020,175,b3,2020_34,2y,C2,30,1807.8
2020,175,b3,2020_34,2y,C2,32.5,1638.7
2020,175,b3,2020_34,2y,C2,35,1544.7777777777778
2020,175,b3,2020_34,2y,C2,37.5,1491.111111111111
2020,175,b3,2020_34,2y,C2,40,1491.3333333333333
2020,175,b3,2020_34,2y,C2,42.5,1468.7142857142858
2020,175,b3,2020_34,2y,C2,45,1104
2020,175,b3,2020_39,4y,C4,0,130.9
2020,175,b3,2020_39,4y,C4,2.5,379.44444444444446
2020,175,b3,2020_39,4y,C4,5,712.8888888888889
2020,175,b3,2020_39,4y,C4,7.5,1097.1
2020,175,b3,2020_39,4y,C4,10,1545.4
2020,175,b3,2020_39,4y,C4,12.5,1718.3
2020,175,b3,2020_39,4y,C4,15,1821.6
2020,175,b3,2020_39,4y,C4,17.5,1793.9
2020,175,b3,2020_39,4y,C4,20,2073.5555555555557
2020,175,b3,2020_39,4y,C4,22.5,2063.1
2020,175,b3,2020_39,4y,C4,25,2146.777777777778
2020,175,b3,2020_39,4y,C4,27.5,2016.4444444444443
2020,175,b3,2020_39,4y,C4,30,1847.5555555555557
2020,175,b3,2020_39,4y,C4,32.5,1794.111111111111
2020,175,b3,2020_39,4y,C4,35,1736.3333333333333
2020,175,b3,2020_39,4y,C4,37.5,1579.4444444444443
2020,175,b3,2020_39,4y,C4,40,1575.7777777777778
2020,175,b3,2020_39,4y,C4,42.5,1490.4
2020,175,b4,2020_41,4y,C4,0,117.3
2020,175,b4,2020_41,4y,C4,2.5,217.4
2020,175,b4,2020_41,4y,C4,5,476.2
2020,175,b4,2020_41,4y,C4,7.5,727.8
2020,175,b4,2020_41,4y,C4,10,948.6
2020,175,b4,2020_41,4y,C4,12.5,1159.2
2020,175,b4,2020_41,4y,C4,15,1314.4
2020,175,b4,2020_41,4y,C4,17.5,1307.4
2020,175,b4,2020_41,4y,C4,20,1324.7
2020,175,b4,2020_41,4y,C4,22.5,1438.6
2020,175,b4,2020_41,4y,C4,25,1445.6
2020,175,b4,2020_41,4y,C4,27.5,1404
2020,175,b4,2020_41,4y,C4,30,1445.7
2020,175,b4,2020_41,4y,C4,32.5,1449.1
2020,175,b4,2020_41,4y,C4,35,1410.9
2020,175,b4,2020_41,4y,C4,37.5,1342.1
2020,175,b4,2020_41,4y,C4,40,1355.7
2020,175,b4,2020_41,4y,C4,42.5,1296.4285714285713
2020,175,b4,2020_44,2y,C2,0,293.2
2020,175,b4,2020_44,2y,C2,2.5,614
2020,175,b4,2020_44,2y,C2,5,1152.1
2020,175,b4,2020_44,2y,C2,7.5,1438.6
2020,175,b4,2020_44,2y,C2,10,1911.2
2020,175,b4,2020_44,2y,C2,12.5,2080.2
2020,175,b4,2020_44,2y,C2,15,2063.1
2020,175,b4,2020_44,2y,C2,17.5,2011.3
2020,175,b4,2020_44,2y,C2,20,2073.6
2020,175,b4,2020_44,2y,C2,22.5,1956
2020,175,b4,2020_44,2y,C2,25,1825.2
2020,175,b4,2020_44,2y,C2,27.5,1671.5555555555557
2020,175,b4,2020_44,2y,C2,30,1565.5
2020,175,b4,2020_44,2y,C2,32.5,1565.25
2020,175,b4,2020_44,2y,C2,35,1479.125
2020,175,b4,2020_44,2y,C2,37.5,1423.125
2020,175,b4,2020_44,2y,C2,40,1423
2020,175,b4,2020_44,2y,C2,42.5,1409.857142857143
